HOVEDSKOLE_INST;INST_NR;INST_NAVN;ENHEDSART;INST_ADR;POSTNR;POSTDISTRIKT;TLF_NR;E_MAIL;WEB_ADR;INST_TYPE_NR;INST_TYPE_NAVN;INST_TYPE_GRUPPE;UNDERV_NIV;INST_LEDER;CVR_NR;KOMMUNE_NR;ADM_KOMMUNE_NAVN;BEL_KOMMUNE;BEL_KOMMUNE_NAVN;BEL_REGION;REGION_NAVN;EJER_KODE;EJERKODE_NAVN;P_NR;VEJKODE;GEO_BREDDE_GRAD;GEO_LAENGDE_GRAD
;280105;10 i Campus;Institution uden enheder;Frisvadvej 70;6800;Varde;8843 7415;mhal@varde.dk;www.10icampus.varde.dk;1012;Folkeskoler;Grundskoler mv.;10;Martin Haldbo Hansen;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1016462434;2207;55,63442096;8,4942343
;280106;Herstedlund Skole;Institution uden enheder;Nyvej 11;2620;Albertslund;4368 7150;Herstedlundskole@albertslund.dk;www.herstedlundskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Søren Hald;66137112;165;Albertslund Kommune;165;Albertslund Kommune;1084;Region Hovedstaden;2;Kommunale;1017041106;340;55,65958665;12,3414946
280107;280435;SOSU H København, 10. klasse;Afdeling (underordnet enhed);Skelbækgade 1;1717;København V;7226 6000;sosuh@sosuh.dk;www.sosuh.dk;1012;Folkeskoler;Grundskoler mv.;10;Jeppe Rosengård Poulsen;33284101;;;101;Københavns Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1016520701;6432;55,6674314;12,55692396
280107;280436;SOSU H Hillerød, 10. klasse;Afdeling (underordnet enhed);Milnersvej 40;3400;Hillerød;7226 6000;sosuh@sosuh.dk;www.sosuh.dk;1012;Folkeskoler;Grundskoler mv.;10;Jeppe Rosengård Poulsen;33284101;;;219;Hillerød Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1017811599;5571;55,9236947;12,29999636
280107;280889;SOSU H Frederikssund, 10. klasse;Afdeling (underordnet enhed);Heimdalsvej 1;3600;Frederikssund;7226 6000;sosuh@sosuh.dk;www.sosuh.dk;1012;Folkeskoler;Grundskoler mv.;10;Jeppe Rosengård Poulsen;33284101;;;250;Frederikssund Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1021971835;0475;55,84773963;12,06311414
280107;280890;SOSU H Helsingør, 10. klasse;Afdeling (underordnet enhed);Rasmus Knudsens Vej 9;3000;Helsingør;7226 6000;sosuh@sosuh.dk;www.sosuh.dk;1012;Folkeskoler;Grundskoler mv.;10;Jeppe Rosengård Poulsen;33284101;;;217;Helsingør Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1021971878;6486;56,04383446;12,57629428
;280111;Fællesskolen HoptrupMarstrupVilstrup;Institution uden enheder;Hoptrup Hovedgade 66;6100;Haderslev;7434 3850;madb@haderslev.dk;www.faellesskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Mads Bjørnsen;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003323449;0496;55,17832965;9,45354917
;280113;Nymarkskolen;Institution uden enheder;Marslevvej 1;5700;Svendborg;6223 6200;nymarkskolen@svendborg.dk;www.nymarkskolen-svendborg.dk;1012;Folkeskoler;Grundskoler mv.;10;Birgit Villebro;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003318525;4944;55,07375513;10,63835971
;280117;Brobyskolerne;Institution uden enheder;Skovvej 2;5672;Broby;7253 0340;brobyskolerne@fmk.dk;www.brobyskolerne.dk;1012;Folkeskoler;Grundskoler mv.;10;Søren Hillers;29188645;430;Faaborg-Midtfyn Kommune;430;Faaborg-Midtfyn Kommune;1083;Region Syddanmark;2;Kommunale;1003310780;1310;55,22954316;10,25228612
;280119;Fredensborg Skole;Institution uden enheder;Humlebækvej 10;3480;Fredensborg;7256 2012;fredensborgskole@fredensborg.dk;www.fredensborgskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Susanne Bremer;29188335;210;Fredensborg Kommune;210;Fredensborg Kommune;1084;Region Hovedstaden;2;Kommunale;1003277232;0283;55,96550197;12,41973588
;280120;Humlebæk Skole;Institution uden enheder;Gl Strandvej 132;3050;Humlebæk;7256 2014;humlebaekskole@fredensborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Hans Frøslev Jensen;29188335;210;Fredensborg Kommune;210;Fredensborg Kommune;1084;Region Hovedstaden;2;Kommunale;1003277323;211;55,95682766;12,53288796
;280121;Nivå Skole;Institution uden enheder;Niverødvej 38;2990;Nivå;7256 5670;nivaaskole@fredensborg.dk;www.nivaaskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Thomas Holberg Wied;29188335;210;Fredensborg Kommune;210;Fredensborg Kommune;1084;Region Hovedstaden;2;Kommunale;1003282673;0505;55,93331695;12,50117247
;280122;Kokkedal Skole;Institution uden enheder;Holmegårdsvej 101-102;2980;Kokkedal;7256 5070;kokkedalskole@fredensborg.dk;www.Kokkedalskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Kirsten Birkving;29188335;210;Fredensborg Kommune;210;Fredensborg Kommune;1084;Region Hovedstaden;2;Kommunale;1003282521;273;55,90968634;12,48914035
;280129;Skolen i Sydhavnen;Institution uden enheder;Støberigade 1;2450;København SV;8232 5010;skolenisydhavnen@buf.kk.dk;www.sis.kk.dk/;1012;Folkeskoler;Grundskoler mv.;9;Morten Biering;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1018500236;7084;55,65080033;12,55316709
;280135;Vestermarkskolen;Institution uden enheder;Fåborgvej 60;5762;Vester Skerninge;6223 6100;vestermarkskolen@svendborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Merete Storgaard;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003310895;0131;55,07413365;10,4489979
;280136;Issø-skolen;Institution uden enheder;Skolevej 2;5771;Stenstrup;6223 6180;issoe-skolen@svendborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Oliver Schulz;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003310998;0409;55,13242461;10,50226649
;280137;Stokkebækskolen;Institution uden enheder;Storkehavevej 9;5884;Gudme;6223 4800;stokkebaekskolen@svendborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Astrid Birkbak;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003312199;459;55,15258391;10,70821416
;280138;Skårup Skole;Institution uden enheder;Østergade 53;5881;Skårup Fyn;6223 4884;skaarupskole@svendborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Steen Christian Knutzen;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003318896;9668;55,0953356;10,6876733
;280139;Tåsingeskolen;Institution uden enheder;Eskærvej 69;5700;Svendborg;6223 4710;taasingeskolen@svendborg.dk;;1012;Folkeskoler;Grundskoler mv.;9;Kasper  Føns;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003318252;1695;55,04016734;10,61523313
;280161;Toppedalskolen;Institution uden enheder;Brøndum, Brøndumvej 50;9670;Løgstør;9966 8600;toppedalskolen@vesthimmerland.dk;toppedalskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Jane Dodensig Hermansen;29189471;820;Vesthimmerlands Kommune;820;Vesthimmerlands Kommune;1081;Region Nordjylland;2;Kommunale;1003380393;0157;56,95812446;9,35432096
;280163;Hillerød Vest Skolen;Institution uden enheder;Teglværksvej 19;3400;Hillerød;7232 7400;aalholmskolen@hillerod.dk;www.hillerodvestskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Ole Vadskær;29189366;219;Hillerød Kommune;219;Hillerød Kommune;1084;Region Hovedstaden;2;Kommunale;1003281410;8717;55,94060491;12,26616801
;280164;Grønnevang Skole;Institution uden enheder;Jespervej 148;3400;Hillerød;7232 7300;gronnevangskole@hillerod.dk;www.gronnevangskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Anja Kjeldergaard Athar;29189366;219;Hillerød Kommune;219;Hillerød Kommune;1084;Region Hovedstaden;2;Kommunale;1003281094;4248;55,94103815;12,33481823
;280165;Hanebjerg Skole;Institution uden enheder;Brødeskovvej 39;3400;Hillerød;7232 7500;hanebjergskole@hillerod.dk;www.hanebjergskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Frank Schultz Mortensen;29189366;219;Hillerød Kommune;219;Hillerød Kommune;1084;Region Hovedstaden;2;Kommunale;1003280761;0971;55,88866225;12,28868165
;280166;Kornmarkskolen;Institution uden enheder;Ny Harløsevej 17;3320;Skævinge;7232 7010;kornmarkskolen@hillerod.dk;www.kornmarkskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Søren Vestergaard;29189366;219;Hillerød Kommune;219;Hillerød Kommune;1084;Region Hovedstaden;2;Kommunale;1003283097;89;55,91073187;12,1555885
;280186;St. Magleby Skole;Institution uden enheder;Kirkevej 8;2791;Dragør;3289 0440;Storemaglebyskolekirkevej@dragoer.dk;www.Storemaglebyskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Jens Charpentier;12881517;155;Dragør Kommune;155;Dragør Kommune;1084;Region Hovedstaden;2;Kommunale;1003262078;3778;55,59555497;12,63723921
;280187;Dragør Skole;Institution uden enheder;Vestgrønningen 9;2791;Dragør;3289 0430;dragoerskole@dragoer.dk;www.dragoerskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Claus Dyremose;12881517;155;Dragør Kommune;155;Dragør Kommune;1084;Region Hovedstaden;2;Kommunale;1003262224;9359;55,59334598;12,66994877
;280189;Brørupskolen;Institution uden enheder;Skolegade 2;6650;Brørup;7996 6740;broerupskolen@vejen.dk;broerupskolen.skoleporten.dk;1012;Folkeskoler;Grundskoler mv.;10;Helle Lauridsen;29189838;575;Vejen Kommune;575;Vejen Kommune;1083;Region Syddanmark;2;Kommunale;1003329848;0799;55,48158048;9,01959728
;280190;Holmeå Børnecenter;Institution uden enheder;Hovborgvej 1;6650;Brørup;7996 5151;holmeaabornecenter@vejen.dk;;1012;Folkeskoler;Grundskoler mv.;6;Helle Lauridsen;29189838;575;Vejen Kommune;575;Vejen Kommune;1083;Region Syddanmark;2;Kommunale;1003329770;0359;55,5648162;9,01801661
;280192;Tønder Distriktsskole;Hovedskole (institution med enheder);Skolevej 9;6270;Tønder;7492 9850;tds@toender.dk;www.ds-t.dk;1012;Folkeskoler;Grundskoler mv.;9;Karin Anker;31922062;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1015037551;1437;54,93713542;8,85821188
280192;517001;Tønder Distriktsskole - Digeskolen;Afdeling (underordnet enhed);Nørrevej 80;6280;Højer;7492 9790;digeskolen@toender.dk;www.ds-t.dk;1012;Folkeskoler;Grundskoler mv.;6;Anne-Lise Thysen;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003323917;1232;54,96605143;8,68870282
280192;541003;Tønder Distriktsskole - Møgeltønder Skole;Afdeling (underordnet enhed);Møllevej 9;6270;Tønder;7492 9628;moegeltoenderskole@toender.dk;www.ds-t.dk;1012;Folkeskoler;Grundskoler mv.;7;Marit Beckmann;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003326904;1125;54,94243106;8,80298172
280192;541004;Tønder Distriktsskole - Overbygningsskolen;Afdeling (underordnet enhed);Skolevej 9;6270;Tønder;7492 9850;tds@toender.dk;www.ds-t.dk;1012;Folkeskoler;Grundskoler mv.;9;Karen Anker;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003326989;1437;54,93713542;8,85821188
280192;541007;Tønder Distriktsskole - Grundskolen;Afdeling (underordnet enhed);Holmevej 2;6270;Tønder;7492 8430;grundskolen@toender.dk;www.ds-t.dk;1012;Folkeskoler;Grundskoler mv.;6;Karen Neess Priisholm;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003326837;0622;54,93746307;8,88000244
;280193;Løgumkloster Distriktsskole;Hovedskole (institution med enheder);Grønnevej 1;6240;Løgumkloster;7492 8310;lds@toender.dk;www.ds-l.dk;1012;Folkeskoler;Grundskoler mv.;9;Tanja Linnet;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324184;515;55,06066467;8,95710169
280193;505002;Bredebro Filialskole;Afdeling (underordnet enhed);Trælborgvej 1;6261;Bredebro;7492 8300;bredebroskole@toender.dk;www.ds-l.dk;1012;Folkeskoler;Grundskoler mv.;9;Mads Bentsen;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003322314;1761;55,05744499;8,83050257
280193;521003;Distriktsskolen;Afdeling (underordnet enhed);Grønnevej 1;6240;Løgumkloster;7492 8310;lds@toender.dk;www.ds-l.dk;1012;Folkeskoler;Grundskoler mv.;9;Tanja Linnet;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324184;0515;55,06066467;8,95710169
280193;521005;Øster Højst Filialskole;Afdeling (underordnet enhed);Skolegade 9 A, Øster Højst;6240;Løgumkloster;7492 8305;HoejstSkole@toender.dk;www.ds-l.dk;1012;Folkeskoler;Grundskoler mv.;7;Mogens Madsen Zabel;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324287;1432;54,9993798;9,03604842
;280195;Toftlund Distriktsskole;Hovedskole (institution med enheder);Nyboder 25;6520;Toftlund;7492 9970;tlds@toender.dk;www.ds-tl.dk;1012;Folkeskoler;Grundskoler mv.;9;Pernille Paaby;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324731;1165;55,18741562;9,06338934
280195;525001;Agerskov Skole;Afdeling (underordnet enhed);Nørregade 17;6534;Agerskov;7492 9940;agerskov-skole@toender.dk;www.ds-tl.dk;1012;Folkeskoler;Grundskoler mv.;9;Gia Schultz;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324810;1209;55,13115116;9,1327955
280195;550002;Toftlund Skole;Afdeling (underordnet enhed);Nyboder 25;6520;Toftlund;7492 9970;tlds@toender.dk;www.ds-tl.dk;1012;Folkeskoler;Grundskoler mv.;10;Pernille Paaby;29189781;550;Tønder Kommune;550;Tønder Kommune;1083;Region Syddanmark;2;Kommunale;1003324871;1165;55,18741562;9,06338934
;280197;Frederiksværk Skole;Institution uden enheder;Skolevej 1;3300;Frederiksværk;4772 1566;frederiksvaerkskole@halsnaes.dk;www.frederiksvaerkskole.halsnaes.dk;1012;Folkeskoler;Grundskoler mv.;10;Mette Sabra;29188416;260;Halsnæs Kommune;260;Halsnæs Kommune;1084;Region Hovedstaden;2;Kommunale;1003278367;1260;55,98629692;12,01303779
;280198;Hundested Skole;Institution uden enheder;Lerbjergvej 1B;3390;Hundested;4797 1600;hundestedskole@halsnaes.dk;www.hundestedskole.halsnaes.dk;1012;Folkeskoler;Grundskoler mv.;10;Malene Nyenstad;29188416;260;Halsnæs Kommune;260;Halsnæs Kommune;1084;Region Hovedstaden;2;Kommunale;1003281574;0822;55,96523945;11,86835477
;280222;Ådalens Skole;Institution uden enheder;Kornvænget 4;3600;Frederikssund;4735 1350;aadalensskole@frederikssund.dk;www.aadalensskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Morten Flotin Jensen;29189129;250;Frederikssund Kommune;250;Frederikssund Kommune;1084;Region Hovedstaden;2;Kommunale;1003277906;0658;55,82989024;12,08598261
;280238;Fællesskolen Bevtoft-Over Jerstal;Institution uden enheder;Hovedgaden Øst 33 Over Jerstal;6500;Vojens;7434 3800;bevtoft-overjerstal@haderslev.dk;;1012;Folkeskoler;Grundskoler mv.;9;Susanne Rex Jensen;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003327080;504;55,19638241;9,31138104
;280240;Fællesskolen Favrdal-Fjelstrup;Institution uden enheder;Christen Kolds Vej 10;6100;Haderslev;7434 3450;favrdal-fjelstrup@haderslev.dk;;1012;Folkeskoler;Grundskoler mv.;9;Lars Andersen;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003323231;177;55,26175099;9,50847322
;280241;Fællesskolen Hammelev-Sct. Severin;Institution uden enheder;Moltrupvej 1A;6100;Haderslev;7434 3550;hammelev-sctseverin@haderslev.dk;www.fhs.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;6;Erling Conradsen;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003323589;828;55,25415151;9,47774456
;280243;Fællesskolen Nustrup-Sommersted;Institution uden enheder;Skolevej 58;6500;Vojens;7434 4100;nustrup-sommersted@haderslev.dk;;1012;Folkeskoler;Grundskoler mv.;6;Jette la Cour Landergren;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003327262;1090;55,2691376;9,1724334
;280244;Starup-Øsby Skole og Børnehus;Institution uden enheder;Starup Skolevej 35B;6100;Haderslev;7434 3650;starup-oesby@haderslev.dk;www.fso.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;9;Kim Christiansen;29189757;510;Haderslev Kommune;510;Haderslev Kommune;1083;Region Syddanmark;2;Kommunale;1003323735;1186;55,23328187;9,54251328
;280270;Gilbjergskolen;Institution uden enheder;Parkvej 101;3250;Gilleleje;7249 9100;Gilbjergskolen@gribskov.dk;www.gilbjergskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Anja Helmbæk Horst;29188440;270;Gribskov Kommune;270;Gribskov Kommune;1084;Region Hovedstaden;2;Kommunale;1003278732;1264;56,11641526;12,30744773
;280271;Gribskolen;Institution uden enheder;Græsted Stationsvej 10A;3230;Græsted;7249 9050;gribskolen@gribskov.dk;www.gribskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Nicolai Schlüter;29188440;270;Gribskov Kommune;270;Gribskov Kommune;1084;Region Hovedstaden;2;Kommunale;1003278598;0581;56,06702792;12,28184016
;280272;Nordstjerneskolen;Institution uden enheder;Boagervej 26;3200;Helsinge;7249 9250;nordstjerneskolen@gribskov.dk;nordstjerneskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Karen Rydkjær Kaas;29188440;270;Gribskov Kommune;270;Gribskov Kommune;1084;Region Hovedstaden;2;Kommunale;1018209132;0158;56,02578325;12,19090625
;280284;Ørkildskolen;Institution uden enheder;Østre Skolevej 2;5700;Svendborg;6223 6300;orkildskolen@svendborg.dk;www.oerkildskole;1012;Folkeskoler;Grundskoler mv.;9;;29189730;479;Svendborg Kommune;479;Svendborg Kommune;1083;Region Syddanmark;2;Kommunale;1003318926;9719;55,06419876;10,62728687
;280295;Bjergmarkskolen;Institution uden enheder;Bispehøjen 2;4300;Holbæk;7236 7010;Bao@holb.dk;bjergmarkskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Per Gjerrild;29189447;316;Holbæk Kommune;316;Holbæk Kommune;1085;Region Sjælland;2;Kommunale;1003292642;0137;55,70802969;11,73793482
;280316;BillundSkolen;Institution uden enheder;Kærvej 503;7190;Billund;7213 1700;billundskolen@billund.dk;www.billundskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Lars Aagaard Nielsen;29189765;530;Billund Kommune;530;Billund Kommune;1083;Region Syddanmark;2;Kommunale;1017846031;0355;55,72569925;9,1046385
;280319;Kongehøjskolen;Institution uden enheder;Tøndervej 90;6200;Aabenraa;7376 8401;khsk@aabenraa.dk;www.khsk.dk;1012;Folkeskoler;Grundskoler mv.;9;Vibeke Domar;29189854;580;Aabenraa Kommune;580;Aabenraa Kommune;1083;Region Syddanmark;2;Kommunale;1003327869;1949;55,03456754;9,40601163
;280320;Hærvejsskolen;Institution uden enheder;Skovbrynet 2;6230;Rødekro;7376 6120;haervejsskolen@aabenraa.dk;www.haervejsskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Pernille Reschat;29189854;580;Aabenraa Kommune;580;Aabenraa Kommune;1083;Region Syddanmark;2;Kommunale;1015593152;1525;55,06108874;9,32334203
;280321;Lyreskovskolen;Institution uden enheder;Padborgvej 55A;6330;Padborg;7376 8420;lyreskovskolen@aabenraa.dk;lyreskovskolen.skoleporten.dk;1012;Folkeskoler;Grundskoler mv.;9;Jon Sønderby;29189854;580;Aabenraa Kommune;580;Aabenraa Kommune;1083;Region Syddanmark;2;Kommunale;1003322235;1297;54,84292658;9,36959113
;280325;Glostrup skole;Hovedskole (institution med enheder);Rådhuset, Rådhusparken 2;2600;Glostrup;4396 0821;glostrupskole@glostrup.dk;;1012;Folkeskoler;Grundskoler mv.;9;vakant;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003265156;0386;55,66490908;12,39417882
280325;161002;Glostrup skole, Nordvang;Afdeling (underordnet enhed);Sofielundsvej 120;2600;Glostrup;4396 4390;Nordvangskolen@glostrup.dk;www.nordvangskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Mette-Sigen Johansen;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003265181;0427;55,67728316;12,40055703
280325;161003;Glostrup skole, Søndervang;Afdeling (underordnet enhed);Florasvej 2;2600;Glostrup;9125 2980;Sondervangskolen@glostrup.dk;www.sondervangskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;René Svendsen;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003265041;0159;55,66587768;12,40755451
280325;161004;Glostrup Skole, Vestervang;Afdeling (underordnet enhed);Stadionvej 81;2600;Glostrup;4320 7000;Vestervangskolen@glostrup.dk;www.vestervangskolen-glostrup.dk;1012;Folkeskoler;Grundskoler mv.;10;Sandra Albrekt Karmann;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003265259;0462;55,6669483;12,37832306
280325;161010;Glostrup Skole, Skovvang;Afdeling (underordnet enhed);Egeskoven 27;2600;Glostrup;4346 8550;Skovvangskolen@glostrup.dk;www.skovvangskolen-glostrup.dk;1012;Folkeskoler;Grundskoler mv.;9;Skoleleder Birgit Henriksen Kont.;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003265077;0087;55,68293978;12,41410711
;280327;Birkerød Skole;Institution uden enheder;Birkerød Parkvej 12;3460;Birkerød;4611 4180;birkeroedskole@rudersdal.dk;www.birkeroedskole.dk;1012;Folkeskoler;Grundskoler mv.;10;Heidi Munch Jacobsen;29188378;230;Rudersdal Kommune;230;Rudersdal Kommune;1084;Region Hovedstaden;2;Kommunale;1003276315;46;55,84081653;12,41475428
;280331;Vejle Midtbyskole;Institution uden enheder;Damhaven 13A;7100;Vejle;7681 4040;vejlemidtbyskole@vejle.dk;www.vejlemidtbyskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Anne Gulbech Schmidt;29189900;630;Vejle Kommune;630;Vejle Kommune;1083;Region Syddanmark;2;Kommunale;1003341688;0397;55,70348251;9,52566889
;280332;Firehøjeskolen;Institution uden enheder;Tørskindvej 3A;7182;Bredsten;7681 4320;firehoejeskolen@vejle.dk;www.firehoejeskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Bjarne Kyneb;29189900;630;Vejle Kommune;630;Vejle Kommune;1083;Region Syddanmark;2;Kommunale;1003335793;2586;55,70364011;9,30941973
;280333;Fælleshåbsskolen;Institution uden enheder;Fælleshåbsvej 13;7080;Børkop;7681 3950;faelleshaabsskolen@vejle.dk;www.faelleshaabsskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Vibeke Faber Mølholm;29189900;630;Vejle Kommune;630;Vejle Kommune;1083;Region Syddanmark;2;Kommunale;1003335227;0677;55,65249167;9,66473641
;280334;Firkløverskolen;Institution uden enheder;Torvegade 75A;7323;Give;7681 3600;firkloeverskolengive@vejle.dk;www.firkloeverskolengive.dk;1012;Folkeskoler;Grundskoler mv.;9;Preben Skov Christensen;29189900;630;Vejle Kommune;630;Vejle Kommune;1083;Region Syddanmark;2;Kommunale;1003337188;2525;55,84084565;9,24767899
;280335;Bredsten - Gadbjerg Skole;Institution uden enheder;Skolevænget 2A;7182;Bredsten;7681 4140;bredsten-gadbjergskole@vejle.dk;www.bredsten-gadbjergskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Joan Østergaard Henriksen;29189900;630;Vejle Kommune;630;Vejle Kommune;1083;Region Syddanmark;2;Kommunale;1003335483;2115;55,70410345;9,3774293
;280341;Byskovskolen;Institution uden enheder;Smålodsvej 20;4100;Ringsted;5762 7500;bya@ringsted.dk;www.byskovskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Martin Falkenberg Kofoed;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale;1003295604;7524;55,46522514;11,80338218
;280342;Campusskolen;Institution uden enheder;Ahorn Alle 48;4100;Ringsted;5762 7392;campusskolen@ringsted.dk;www.ringsted.dk;1012;Folkeskoler;Grundskoler mv.;10;Kristina Fischer;18957981;329;Ringsted Kommune;329;Ringsted Kommune;1085;Region Sjælland;2;Kommunale;1003295033;0230;55,42910532;11,78224417
;280350;Gåsetårnskolen;Hovedskole (institution med enheder);Chr Richardtsvej 33;4760;Vordingborg;5536 3637;gaasetaarnskolen@vordingborg.dk;www.gaasetaarnskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Mai-Britt Herløv Petersen;29189676;390;Vordingborg Kommune;390;Vordingborg Kommune;1085;Region Sjælland;2;Kommunale;1017828408;0221;55,01518532;11,90927555
280350;397001;Gåsetårnskolen, Kastrup afdeling;Afdeling (underordnet enhed);Sct.Clemensvej 27;4760;Vordingborg;5536 3666;gaasetaarnskolen@vordingborg.dk;www.gaasetaarnskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Mai-Britt Herløv Petersen;29189676;390;Vordingborg Kommune;390;Vordingborg Kommune;1085;Region Sjælland;2;Kommunale;1022290882;1416;55,03819674;11,87998033
280350;397002;Gåsetårnskolen, Marienberg;Afdeling (underordnet enhed);Parkvænget 12;4760;Vordingborg;5536 3500;gaasetaarnskolen@vordingborg.dk;www.gaasetaarnskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Mai-Britt Herløv Petersen;29189676;390;Vordingborg Kommune;390;Vordingborg Kommune;1085;Region Sjælland;2;Kommunale;1022291064;1214;55,0027714;11,90358629
280350;397007;Gåsetårnskolen, Ørslev;Afdeling (underordnet enhed);Rynkebjerg 7 Ørslev;4760;Vordingborg;5536 3868;gaasetaarnskolen@vordingborg.dk;www.Gaasetaarnskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Mai-Britt Herløv Petersen;29189676;390;Vordingborg Kommune;390;Vordingborg Kommune;1085;Region Sjælland;2;Kommunale;1022291080;1340;55,04266034;11,97165927
280350;397008;Gåsetårnskolen, Iselinge;Afdeling (underordnet enhed);Chr Richardtsvej 33;4760;Vordingborg;5536 3637;gaasetaarnskolen@vordingborg.dk;www.Gaasetaarnskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Mai-Britt Herløv Petersen;29189676;390;Vordingborg Kommune;390;Vordingborg Kommune;1085;Region Sjælland;2;Kommunale;1017828408;0221;55,01518532;11,90927555
